gain	0	1	-82.72
gain	1	0	-82.72
gain	0	2	-94.33
gain	2	0	-94.33
gain	0	3	-112.30
gain	3	0	-112.30
gain	0	4	-109.27
gain	4	0	-109.27
gain	0	5	-111.50
gain	5	0	-111.50
gain	0	6	-121.73
gain	6	0	-121.73
gain	0	7	-119.14
gain	7	0	-119.14
gain	0	8	-126.98
gain	8	0	-126.98
gain	0	9	-128.68
gain	9	0	-128.68
gain	0	10	-134.23
gain	10	0	-134.23
gain	0	11	-129.54
gain	11	0	-129.54
gain	0	12	-136.45
gain	12	0	-136.45
gain	0	13	-84.56
gain	13	0	-84.56
gain	0	14	-88.98
gain	14	0	-88.98
gain	0	15	-102.17
gain	15	0	-102.17
gain	0	16	-110.55
gain	16	0	-110.55
gain	0	17	-115.60
gain	17	0	-115.60
gain	0	18	-117.83
gain	18	0	-117.83
gain	0	19	-117.17
gain	19	0	-117.17
gain	0	20	-126.00
gain	20	0	-126.00
gain	0	21	-127.38
gain	21	0	-127.38
gain	0	22	-125.52
gain	22	0	-125.52
gain	0	23	-132.28
gain	23	0	-132.28
gain	0	24	-138.15
gain	24	0	-138.15
gain	0	25	-133.16
gain	25	0	-133.16
gain	0	26	-101.00
gain	26	0	-101.00
gain	0	27	-96.03
gain	27	0	-96.03
gain	0	28	-99.70
gain	28	0	-99.70
gain	0	29	-108.40
gain	29	0	-108.40
gain	0	30	-114.96
gain	30	0	-114.96
gain	0	31	-119.60
gain	31	0	-119.60
gain	0	32	-118.36
gain	32	0	-118.36
gain	0	33	-122.49
gain	33	0	-122.49
gain	0	34	-121.05
gain	34	0	-121.05
gain	0	35	-131.67
gain	35	0	-131.67
gain	0	36	-129.91
gain	36	0	-129.91
gain	0	37	-132.53
gain	37	0	-132.53
gain	0	38	-137.87
gain	38	0	-137.87
gain	0	39	-107.51
gain	39	0	-107.51
gain	0	40	-105.39
gain	40	0	-105.39
gain	0	41	-108.51
gain	41	0	-108.51
gain	0	42	-111.53
gain	42	0	-111.53
gain	0	43	-119.54
gain	43	0	-119.54
gain	0	44	-121.10
gain	44	0	-121.10
gain	0	45	-122.66
gain	45	0	-122.66
gain	0	46	-126.69
gain	46	0	-126.69
gain	0	47	-123.53
gain	47	0	-123.53
gain	0	48	-126.31
gain	48	0	-126.31
gain	0	49	-134.43
gain	49	0	-134.43
gain	0	50	-138.21
gain	50	0	-138.21
gain	0	51	-135.02
gain	51	0	-135.02
gain	0	52	-109.99
gain	52	0	-109.99
gain	0	53	-112.86
gain	53	0	-112.86
gain	0	54	-115.20
gain	54	0	-115.20
gain	0	55	-118.55
gain	55	0	-118.55
gain	0	56	-118.80
gain	56	0	-118.80
gain	0	57	-123.22
gain	57	0	-123.22
gain	0	58	-119.67
gain	58	0	-119.67
gain	0	59	-125.53
gain	59	0	-125.53
gain	0	60	-129.44
gain	60	0	-129.44
gain	0	61	-129.41
gain	61	0	-129.41
gain	0	62	-135.86
gain	62	0	-135.86
gain	0	63	-129.40
gain	63	0	-129.40
gain	0	64	-135.07
gain	64	0	-135.07
gain	0	65	-111.97
gain	65	0	-111.97
gain	0	66	-117.87
gain	66	0	-117.87
gain	0	67	-120.55
gain	67	0	-120.55
gain	0	68	-118.76
gain	68	0	-118.76
gain	0	69	-124.56
gain	69	0	-124.56
gain	0	70	-123.62
gain	70	0	-123.62
gain	0	71	-126.16
gain	71	0	-126.16
gain	0	72	-127.42
gain	72	0	-127.42
gain	0	73	-129.75
gain	73	0	-129.75
gain	0	74	-132.94
gain	74	0	-132.94
gain	0	75	-129.03
gain	75	0	-129.03
gain	0	76	-133.11
gain	76	0	-133.11
gain	0	77	-136.17
gain	77	0	-136.17
gain	0	78	-122.27
gain	78	0	-122.27
gain	0	79	-118.97
gain	79	0	-118.97
gain	0	80	-119.28
gain	80	0	-119.28
gain	0	81	-123.65
gain	81	0	-123.65
gain	0	82	-121.92
gain	82	0	-121.92
gain	0	83	-127.97
gain	83	0	-127.97
gain	0	84	-131.80
gain	84	0	-131.80
gain	0	85	-135.79
gain	85	0	-135.79
gain	0	86	-134.88
gain	86	0	-134.88
gain	0	87	-132.61
gain	87	0	-132.61
gain	0	88	-134.37
gain	88	0	-134.37
gain	0	89	-134.35
gain	89	0	-134.35
gain	0	90	-139.17
gain	90	0	-139.17
gain	0	91	-124.13
gain	91	0	-124.13
gain	0	92	-125.78
gain	92	0	-125.78
gain	0	93	-121.54
gain	93	0	-121.54
gain	0	94	-118.23
gain	94	0	-118.23
gain	0	95	-126.27
gain	95	0	-126.27
gain	0	96	-123.07
gain	96	0	-123.07
gain	0	97	-132.24
gain	97	0	-132.24
gain	0	98	-131.44
gain	98	0	-131.44
gain	0	99	-133.14
gain	99	0	-133.14
gain	0	100	-130.61
gain	100	0	-130.61
gain	0	101	-134.90
gain	101	0	-134.90
gain	0	102	-139.78
gain	102	0	-139.78
gain	0	103	-139.03
gain	103	0	-139.03
gain	0	104	-129.60
gain	104	0	-129.60
gain	0	105	-128.34
gain	105	0	-128.34
gain	0	106	-125.76
gain	106	0	-125.76
gain	0	107	-129.50
gain	107	0	-129.50
gain	0	108	-128.00
gain	108	0	-128.00
gain	0	109	-129.45
gain	109	0	-129.45
gain	0	110	-122.33
gain	110	0	-122.33
gain	0	111	-126.23
gain	111	0	-126.23
gain	0	112	-131.08
gain	112	0	-131.08
gain	0	113	-140.92
gain	113	0	-140.92
gain	0	114	-140.44
gain	114	0	-140.44
gain	0	115	-133.13
gain	115	0	-133.13
gain	0	116	-139.25
gain	116	0	-139.25
gain	0	117	-129.15
gain	117	0	-129.15
gain	0	118	-126.39
gain	118	0	-126.39
gain	0	119	-128.98
gain	119	0	-128.98
gain	0	120	-129.34
gain	120	0	-129.34
gain	0	121	-129.26
gain	121	0	-129.26
gain	0	122	-131.88
gain	122	0	-131.88
gain	0	123	-126.23
gain	123	0	-126.23
gain	0	124	-137.68
gain	124	0	-137.68
gain	0	125	-138.62
gain	125	0	-138.62
gain	0	126	-140.97
gain	126	0	-140.97
gain	0	127	-136.50
gain	127	0	-136.50
gain	0	128	-136.10
gain	128	0	-136.10
gain	0	129	-141.04
gain	129	0	-141.04
gain	0	130	-128.80
gain	130	0	-128.80
gain	0	131	-133.40
gain	131	0	-133.40
gain	0	132	-132.29
gain	132	0	-132.29
gain	0	133	-130.87
gain	133	0	-130.87
gain	0	134	-131.80
gain	134	0	-131.80
gain	0	135	-131.89
gain	135	0	-131.89
gain	0	136	-136.86
gain	136	0	-136.86
gain	0	137	-131.10
gain	137	0	-131.10
gain	0	138	-142.23
gain	138	0	-142.23
gain	0	139	-137.99
gain	139	0	-137.99
gain	0	140	-140.82
gain	140	0	-140.82
gain	0	141	-139.37
gain	141	0	-139.37
gain	0	142	-141.94
gain	142	0	-141.94
gain	0	143	-130.75
gain	143	0	-130.75
gain	0	144	-128.20
gain	144	0	-128.20
gain	0	145	-138.09
gain	145	0	-138.09
gain	0	146	-134.52
gain	146	0	-134.52
gain	0	147	-127.82
gain	147	0	-127.82
gain	0	148	-138.44
gain	148	0	-138.44
gain	0	149	-139.98
gain	149	0	-139.98
gain	0	150	-143.25
gain	150	0	-143.25
gain	0	151	-137.88
gain	151	0	-137.88
gain	0	152	-133.80
gain	152	0	-133.80
gain	0	153	-140.57
gain	153	0	-140.57
gain	0	154	-144.09
gain	154	0	-144.09
gain	0	155	-139.05
gain	155	0	-139.05
gain	0	156	-140.49
gain	156	0	-140.49
